run_dir,setting,language_mode,language,model_family,seed,context,features,include_mwe_segment,transform,id,label,test_pred,test_proba_literal,MWE,seen_mwe_type,train_mwe_freq_bin,is_ambiguous_mwe,slice_minority_instance,slice_ambiguous
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,2400e8be-c33f-4e84-9a2b-1f882713093b,1,1,0.9992839694023132,máquina virtual,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,67a60725-e713-4c62-be76-80735a884aec,1,1,0.9988670349121094,máquina virtual,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,14f66d1e-bae0-424c-8e51-07d2252649ce,1,1,0.9992318153381348,máquina virtual,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,0179633d-41ef-4a86-a073-608697ffd64e,1,1,0.9969980716705322,máquina virtual,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,f9c5b1ea-2399-4692-a949-75c0c33e1aa2,1,0,0.0014651336241513,máquina virtual,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,094ae37d-cd8c-49e0-a464-adc264fb86be,1,1,0.9900259971618652,máquina virtual,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,296d02fb-8db6-4e36-a5a6-85f84f3f28dc,1,1,0.999198853969574,máquina virtual,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,7319cb4f-dd4f-42e4-b668-485399499726,1,0,0.1156686767935752,máquina virtual,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,278d5d51-9e45-4be5-913f-b34a4b61d701,1,1,0.9986032843589784,máquina virtual,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,f65cceca-3c3c-4d20-bd88-6c4c0bb50f5c,1,1,0.999026894569397,máquina virtual,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,57a338fa-68a3-457e-ae9b-37b715343794,1,1,0.9993541836738586,circuito integrado,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,5f4b02a5-ccdc-43a4-85c4-59b348bef40d,1,1,0.999165654182434,circuito integrado,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,e5889397-8bc1-45d7-a32d-ab5f3d983372,1,1,0.999220848083496,circuito integrado,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,9f945ccb-54f9-4059-8ab8-7bac75bf81b9,1,1,0.9993608593940736,circuito integrado,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,d924e74e-971f-4580-bd95-1660b53a078d,1,1,0.9992875456809998,circuito integrado,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,66d070f7-5e2f-4661-bc9d-951ed2559b31,1,1,0.999195635318756,circuito integrado,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,3b2166d4-d34d-4712-8ea2-c8fa53cbe653,1,1,0.9991732239723206,circuito integrado,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,8d9c9c12-e50a-4a94-9f0f-0c20f2e4d212,1,1,0.9992884397506714,circuito integrado,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,31010112-6413-446a-89f4-49d710fa08cd,0,1,0.998921036720276,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,d8627802-b36a-4ac1-9b28-bfbccd571b5c,0,1,0.9976304769515992,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,563bfab7-ca05-414f-b002-2f4ffb0872d0,0,1,0.984633207321167,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,feb3315c-35d3-436f-9419-d8e5220d8cb7,0,0,0.0011522631393745,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,0a2c8b92-6124-4a79-b13b-432cecd56a48,0,0,0.006461561191827,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,74561954-a823-413d-bb70-554db9d181c7,0,1,0.9990054965019226,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,8fa4fa42-0571-4ddf-ab10-6749e453e0f2,0,0,0.0027153820265084,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,81505cf9-aff8-4c03-9871-a4dc201c2c78,0,1,0.9990863800048828,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,0555b2e9-2022-4abe-bd25-555787f0c910,0,1,0.998805284500122,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,6835cf58-9150-4fcd-904c-7313a4b059eb,0,0,0.0012717477511614,circuito integrado,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,254fdb15-df93-4fbb-aa6f-062c4e4af3e8,1,1,0.9994019269943236,caixa-forte,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,567b16c6-3c26-4791-9c59-1bc6618a3e7e,1,1,0.9994103908538818,caixa-forte,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,cf8b567f-2a0b-48a2-87a0-a4905ae2b759,1,1,0.9994058609008788,caixa-forte,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,165ce38e-0dcc-4ba1-9de5-4d918bc6b757,0,0,0.0005901235272176,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,e6691435-e9fb-48d7-92dd-e91a62fd53f2,0,0,0.0005511408671736,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,92cf801e-9d74-4fa3-9667-a5914e04e8b1,0,0,0.0005753674777224,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,75f151c5-bfce-4950-9266-268d9ba90ffa,0,0,0.0005362370284274,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,aa3c1333-be46-4260-b840-4b032064d166,0,0,0.0006149315740913,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,ca3cda13-8e97-4426-a3a0-adc0b47c3192,0,0,0.0005555161624215,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,100952b6-e973-4892-995b-cebfff294c06,0,0,0.0005456754588522,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,0f952a05-5dfb-4be0-b91e-bacf449dbf3b,0,0,0.0005438156076706,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,4ae1ff7f-b756-41dc-943b-0212575f12df,0,0,0.0005562221631407,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,8ad92d90-5750-4975-b1d1-89052537585c,0,0,0.0005976266693323,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,f22fd9f8-006e-47da-b6f2-f7c169de498b,0,0,0.0005644443444907,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,dddecc95-61e8-4a29-ad50-0790908fb040,0,0,0.0010398116428405,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,e86ad41d-2e08-48dc-8c81-184cf7cdf643,0,0,0.000543113448657,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,a1a13dfc-298e-4461-8040-3914050aa3ee,0,0,0.0005577559932135,caixa-forte,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,a0e0b535-1829-4517-ba0c-a462225f49f0,1,0,0.0008432925096713,tapete vermelho,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,394218a7-c88d-4aae-82a6-3af9cd60f0d0,1,0,0.0007533807656727,tapete vermelho,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,15755cc3-bff5-48f9-9c48-68ccf41793cb,1,0,0.2824325561523437,tapete vermelho,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,f6d99f39-f42b-4904-9c79-8b08f12fbee5,1,0,0.0021623650100082,tapete vermelho,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,58c89f01-3978-467b-bdd6-429319c5fe70,1,0,0.0008544265292584,tapete vermelho,True,10-19,True,minority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,04e7ea6b-a83c-45bb-aaf6-0c71b5ede049,0,0,0.0039376523345708,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,410e30fd-c3bf-4f2b-ac08-8583cc65cffb,0,0,0.0005846950225532,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,724dd225-85fb-4475-b8ea-f947562dc49c,0,0,0.0005835173069499,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,aae14746-5cb7-4c6e-8c97-13796984bd6b,0,0,0.0006528840167447,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,c54cd68e-7846-4d04-a6aa-3bb20edc7e2e,0,0,0.0006588189862668,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,e7a04be2-7205-4c5c-9c23-de563d5e3a38,0,0,0.0008298101020045,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,8f494d97-7a69-463e-af7e-7ff70e0d9a3f,0,0,0.0010787906358018,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,6df207de-31d9-4152-a6a2-98732ec5fe68,0,0,0.0006091801333241,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,72cbd4f7-fecc-4900-831e-c3eb39d0d849,0,0,0.0016261115670204,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,b06b3575-c3f7-4042-af69-c8eb8b7c0a87,0,0,0.0014302437193691,tapete vermelho,True,10-19,True,majority,hard
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,4eb168ab-8704-4ca5-beee-9c9f1b403779,0,0,0.0005458262749016,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,768b5f83-ac5c-4779-92b2-6e71ae14d7b8,0,0,0.0005361544899642,relógio analógico,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,7dfa2cd0-5469-4a72-89a6-8dca57afcdac,0,0,0.0005486669833771,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,de32fd2f-92bc-4758-8656-fb2fd4ab54b9,0,0,0.0005469787865877,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,52893105-2d45-4fcf-8fc7-01c8002303ce,0,0,0.0005511487252078,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,fda8699e-a362-495d-a619-b835d74f459f,0,0,0.0005437310319393,relógio analógico,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,5e4374ae-bc51-4db7-8c92-335010d41744,0,0,0.0005455526406876,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,64aeaf8b-b5fe-477e-9949-7e3d23a786ba,0,0,0.00054755207384,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,4a4ce279-5b38-48c4-a035-7b80e62531c7,0,0,0.0005425150156952,relógio analógico,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,67220c27-cf86-4a1b-a113-7e10789777b0,0,0,0.0005618355353362,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,26b8854f-29a9-4148-a149-1d6b5b7fc60c,0,0,0.0005483856075443,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,960f556b-05f7-4191-8586-41646d2c8272,0,0,0.0005546876927837,relógio analógico,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,2b307953-c21f-45a9-a88a-9ba6f46a3569,0,0,0.0005410574376583,relógio analógico,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,ba79c922-fb08-4332-ab83-1c4023c889bb,0,0,0.0005449404707178,pronto-socorro,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,0bff6432-a57f-4ad6-b547-23cd33156306,0,0,0.0005410959129221,pronto-socorro,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,0d6024b0-149d-452b-97fb-99f9e281f72f,0,1,0.9993971586227416,pronto-socorro,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,26b1f893-47e7-4ff4-abc2-e93e743f5249,0,1,0.9993520379066468,pronto-socorro,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,94075651-3a11-4f70-a233-492b00f8baa2,0,1,0.998665690422058,pronto-socorro,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,db9db0a8-6ef0-429d-804b-f4e86d6cbfeb,0,0,0.3801684975624084,pronto-socorro,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,1d3e51bb-c0d0-4e0c-af86-79856be0168d,0,1,0.999009609222412,pronto-socorro,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,799bac78-25b4-4ece-b193-a54cf8ecfee6,0,1,0.9989795088768004,pronto-socorro,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,bf9d1ac0-731d-4013-b492-645c8369c6df,0,0,0.0005398875800892,pronto-socorro,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,63bcfefa-678c-4c72-ba49-40cceb657ff4,0,0,0.0005481570260599,pronto-socorro,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,24e4e133-a1ad-4d06-afb4-635c2964bced,0,0,0.0005529430345632,pronto-socorro,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,78e58bb6-6caf-4fcb-ace2-857b8a8aadad,0,0,0.0005443953559733,pronto-socorro,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,4b0ffa69-3fd9-4f70-9dc8-69cccae4b7c7,0,0,0.0005432824254967,pronto-socorro,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,a3e68a10-72b5-496b-a2a3-b063d4bbc08f,1,1,0.999322772026062,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,c231686f-6bd8-4556-90a8-a6edaef18db0,1,1,0.9993601441383362,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,75897aad-4716-4590-ab38-f6e89075f730,1,1,0.999382257461548,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,705bc600-e1a1-4bc7-840d-2941576d5fea,1,1,0.9993937015533448,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,329380b8-179a-4d60-a532-7d7573234e49,1,1,0.9993910789489746,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,8a2cdd1a-c723-425f-a882-afe873584d11,1,1,0.9993282556533812,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,9b30d246-9fd2-4b95-9d0d-a9a969f27de8,1,1,0.9993532299995422,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,cc5efc82-7292-41b6-9e40-d2f88d2004af,1,1,0.999384880065918,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,bce06159-735c-41e3-98c8-0901dd192671,1,1,0.9993619322776794,desfile militar,True,10-19,False,,
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,828c5fef-7273-49cc-859c-ad3bbbad1680,1,1,0.999351680278778,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,e26e9b33-d46d-473f-9dde-5d9ba77b05c6,1,1,0.9993792772293092,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,de5e2eed-7cc5-4ff8-8bf4-f88750d63788,1,1,0.9993816614151,desfile militar,True,10-19,False,,control
one_shot__PT__previous_target_next_True_none_empty__mBERT__seed51,one_shot,per_language,PT,mBERT,51,previous_target_next,,True,none,d2a8e523-ee2d-47ca-aee0-42887917e83c,1,1,0.9993317723274232,desfile militar,True,10-19,False,,control
